User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:04Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,178.2.173.155,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.984 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-910340444796-aa2ec66d""}]",76C9HESK6HXWNTW7,00d929a6-0df6-47b5-9632-234e000014b2,false,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:04Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-1,178.2.173.155,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:910340444796:trail/Udacity_Trail""}]",814537e1-137f-4906-ab46-9749f1a4ebd8,4ca68d89-518f-47a5-a24c-7d6d30b7c29b,false,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:04Z,s3.amazonaws.com,CreateBucket,us-east-1,178.2.173.155,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.984 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-910340444796-aa2ec66d""}]",P1HKC0JRZ3HQSZSM,96169759-b053-4edd-a913-92007941a515,false,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:04Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-1,178.2.173.155,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:910340444796:trail/Udacity_Trail""}]",d45bb426-6015-4054-a264-e5d51ea1494f,adaa83e9-da30-4fb8-a0bf-ec92bab53687,false,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:04Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,178.2.173.155,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:910340444796:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-910340444796-aa2ec66d""}]",03700695-6293-45d5-b1a1-a34d0e7f8e99,b0bd2013-c1bf-466d-bfe8-9b965885b6a2,false,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:04Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,178.2.173.155,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.984 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-910340444796-aa2ec66d""}]",76C24K0SAC8D53MG,d656994c-5bfe-4a75-a69f-6d10c0b4694c,false,AwsApiCall,910340444796,Management
,,2021-04-04T15:53:04Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],76C8A54DENPPPAA9,ffb80e2c-b42b-49e2-b60d-813e2657e069,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:52:46Z,lambda.amazonaws.com,ListFunctions20150331,us-east-1,178.2.173.155,console.amazonaws.com,,[],e77bf2ba-763c-4a06-bec5-9a4ebc1a37c6,16e41417-89cb-42fe-b495-006206161baa,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6JV5XCW4N,2021-04-04T15:46:50Z,logs.amazonaws.com,DescribeMetricFilters,us-east-1,178.2.173.155,Mozilla/5.0 (X11; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0,,[],fb118d46-07a3-4613-9e58-c8b8aeebe2c2,58e47f95-8885-47ff-94f1-9686a5cfe146,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6HJAY442V,2021-04-04T15:45:38Z,iam.amazonaws.com,DeletePolicy,us-east-1,178.2.173.155,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.9 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::910340444796:policy/lambda_logging""}]",e43d0df3-628d-4a2e-8977-fe88939c69bb,0e0de0b7-a244-4a0c-9cf8-d439b5ce7483,false,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6HJAY442V,2021-04-04T15:45:38Z,iam.amazonaws.com,ListPolicyVersions,us-east-1,178.2.173.155,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.9 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,[],f7ea4493-f6e4-4be5-bb31-f7ef6b6e1e22,34cd0c1d-492e-4146-9b36-6378731a3227,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6HJAY442V,2021-04-04T15:45:38Z,iam.amazonaws.com,ListInstanceProfilesForRole,us-east-1,178.2.173.155,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.9 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),AccessDenied,[],e22109dc-3ef6-4c00-9539-8384adcd5635,9c1bdd58-6f83-4f1a-ba67-6b1e275bf38f,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6HJAY442V,2021-04-04T15:45:37Z,iam.amazonaws.com,DetachRolePolicy,us-east-1,178.2.173.155,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.9 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::910340444796:policy/lambda_logging""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",6b49e128-0c75-4dbe-98cc-05c53b66ab72,e012b0c5-9485-4650-a0be-5ff6b90211b4,false,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6HJAY442V,2021-04-04T15:45:36Z,ec2.amazonaws.com,DescribeAccountAttributes,us-east-1,178.2.173.155,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.9 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,[],d7bfd856-4f7d-4ff3-901d-fc6c656df448,35324354-a984-4ae2-8c70-36f607d8527c,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6HJAY442V,2021-04-04T15:45:36Z,lambda.amazonaws.com,DeleteFunction20150331,us-east-1,178.2.173.155,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.9 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""udacity_tf_p2""}]",da1b3609-1ea9-4fa5-8045-85c774c89183,3f409606-e24a-4817-a1d6-b6e70ce629f2,false,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6HJAY442V,2021-04-04T15:45:35Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,178.2.173.155,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.9 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,[],48a62d39-463e-4b44-ba2c-e12715315920,5f360f3d-2f59-4aea-8dc6-1f3da1bca56b,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6HJAY442V,2021-04-04T15:45:35Z,sts.amazonaws.com,GetCallerIdentity,us-east-1,178.2.173.155,aws-sdk-go/1.38.6 (go1.16; linux; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.9 (+https://www.terraform.io) terraform-provider-aws/dev (+https://registry.terraform.io/providers/hashicorp/aws),,[],8132933e-9565-4d2b-b960-c2beaba3e30e,73d3419b-f83c-404b-970e-59ee52126890,true,AwsApiCall,910340444796,Management
